too_id,fiber_type,catalogid,sdss_id,gaia_dr3_source_id,twomass_pts_key,sky_brightness_mode,ra,dec,pmra,pmdec,epoch,parallax,lambda_eff,u_mag,g_mag,r_mag,i_mag,z_mag,optical_prov,gaia_bp_mag,gaia_rp_mag,gaia_g_mag,h_mag,delta_ra,delta_dec,can_offset,inertial,n_exposures,priority,active,expiration_date,observed
313,BOSS,,,,,,271.23760986328125,-26.97800446,-0.88377047,-4.5355177,,0.46722072,,,,,,,,,,13.39879,,,,TRUE,,3,5,TRUE,,FALSE
314,APOGEE,,,,,,141.81892228010466,-34.61016139,,,,,,,,,,,,,,14.383531,,,,TRUE,,3,5,TRUE,,FALSE
315,APOGEE,,,5241579947808617344,,,160.64385986328125,-62.70717239,-8.599338,4.63491,,0.26211706,,,,,,,,15.229936,13.450268,14.3621435,,,,TRUE,,3,5,TRUE,,FALSE
316,APOGEE,63050395718892336,,4468248168182707072,,,271.5931091308594,1.9585689306259155,-0.34786654,-2.877038,,0.71554106,,,,,,,,15.290248,14.227938,14.845512,,,,TRUE,,3,5,TRUE,,FALSE
317,APOGEE,,,,,,47.48423385620117,6.409243583679199,,,,,,23.183796,22.001513,20.553835,19.506739,18.94921,,,,,,,,TRUE,,3,5,TRUE,,FALSE
318,APOGEE,63050396081318453,,5854687972384947456,,,180.82119750976562,-72.0651474,-5.639454,0.9690935,,0.19212803,,,,,,,,15.933684,14.309703,15.168872,,,,TRUE,,3,5,TRUE,,FALSE
319,BOSS,,,,,,74.95577054,17.256115551410943,,,,,,,,,,,,,,10.958212,,,,TRUE,,3,5,TRUE,,FALSE
320,APOGEE,63050395989740420,,5655001714283749632,,,137.19056701660156,-22.23643494,-14.377401,-4.266612,,0.572578,,,,,,,,16.027575,15.160055,15.681556,,,,TRUE,,3,5,TRUE,,FALSE
321,BOSS,,,1239205924410302080,,,218.91331481933594,19.159832000732422,-2.6336377,3.7526374,,1.3347762,,,,,,,,12.492836,11.419887,12.039087,,,,TRUE,,3,5,TRUE,,FALSE
322,APOGEE,,,,,,274.3512862810719,-56.3217297,,,,,,,,,,,,,,13.862485,,,,TRUE,,3,5,TRUE,,FALSE
323,BOSS,,,,,,90.62757873535156,62.50789260864258,1.4373567,-1.1645263,,0.3864974,,,,,,,,,,15.013068,,,,TRUE,,3,5,TRUE,,FALSE
324,APOGEE,,,,,,73.38604045221513,-30.93134116,,,,,,,,,,,,,,12.39384,,,,TRUE,,3,5,TRUE,,FALSE
325,APOGEE,,,,,,355.7539752511332,-21.33350391,,,,,,,,,,,,,,13.481429,,,,TRUE,,3,5,TRUE,,FALSE
326,APOGEE,,,6033102666231541504,,,253.2592010498047,-27.76338959,0.56902146,-4.588193,,0.60549676,,,,,,,,16.210457,15.170535,15.795382,,,,TRUE,,3,5,TRUE,,FALSE
327,BOSS,,,,,,276.81802926511074,69.80295364975748,,,,,,,,,,,,,,16.821177,,,,TRUE,,3,5,TRUE,,FALSE
328,APOGEE,,,,,,248.33183633819283,8.383162110762996,,,,,,12.19843,12.19843,12.19843,12.19843,12.19843,,,,,,,,TRUE,,3,5,TRUE,,FALSE
329,APOGEE,,,4154275952778659328,,,276.244873,-10.43354034,2.2091186,0.10405406,,0.47819528,,,,,,,,16.592756,14.540666,15.554633,,,,TRUE,,3,5,TRUE,,FALSE
330,BOSS,63050396461987817,109326758,6282446580248808320,,,222.6241912841797,-17.37419891,-4.3076997,-8.831916,,0.2692711,,,,,,,,15.690981,15.18588,15.50574,,,,TRUE,,3,5,TRUE,,FALSE
331,APOGEE,,,,,,238.09207153320312,51.558677673339844,,,,,,22.909134,23.483892,22.305105,21.769423,21.167656,,,,,,,,TRUE,,3,5,TRUE,,FALSE
332,APOGEE,,,3111886088663907968,,,110.14352416992188,1.6963738203048706,-2.5187104,-0.65135366,,0.42197448,,,,,,,,15.747803,14.896778,15.411277,,,,TRUE,,3,5,TRUE,,FALSE
333,BOSS,,,,,,256.8235986361501,-5.898099881,,,,,,19.721457,19.721457,19.721457,19.721457,19.721457,,,,,,,,TRUE,,3,5,TRUE,,FALSE
334,BOSS,,,,,,213.62586922970323,-7.700841416,,,,,,,,,,,,,,19.177898,,,,TRUE,,3,5,TRUE,,FALSE
335,BOSS,,,,,,326.4298070617809,19.41967727692564,,,,,,,,,,,,,,11.758517,,,,TRUE,,3,5,TRUE,,FALSE
336,BOSS,,,,,,345.6827392578125,-3.590945005,,,,,,23.93318,22.734827,22.170446,21.90203,22.647518,,,,,,,,TRUE,,3,5,TRUE,,FALSE
337,APOGEE,,,,,,302.76239013671875,30.619321823120117,,,,,,24.858387,22.670965,20.588276,19.41119,18.581202,,,,,,,,TRUE,,3,5,TRUE,,FALSE
338,APOGEE,,,,,,146.46792602539062,-62.81245041,-3.5063326,3.3436139,,0.51065737,,,,,,,,,,15.092734,,,,TRUE,,3,5,TRUE,,FALSE
339,APOGEE,,,4750259156799646720,,,46.44874572753906,-48.80378342,8.085212,-0.61807835,,0.30553108,,,,,,,,15.833857,14.759364,15.37914,,,,TRUE,,3,5,TRUE,,FALSE
340,APOGEE,,,,,,102.01593780517578,27.853824615478516,-0.5623944,-6.4581013,,0.7809886,,,,,,,,,,14.114419,,,,TRUE,,3,5,TRUE,,FALSE
341,APOGEE,,,3434065398149961344,,,98.07112884521484,27.65948486328125,-1.071301,-18.329903,,1.9256781,,,,,,,,16.597858,15.062904,15.881707,,,,TRUE,,3,5,TRUE,,FALSE
342,BOSS,,,87920974142002560,,,39.14982604980469,20.30297852,10.929401,-8.358176,,0.40420455,,,,,,,,15.646815,14.491757,15.156663,,,,TRUE,,3,5,TRUE,,FALSE
343,APOGEE,,,,,,323.35308837890625,-16.61554337,12.100038,-16.353989,,4.095662,,,,,,,,,,11.628042,,,,TRUE,,3,5,TRUE,,FALSE
344,APOGEE,,,,,,9.392899387534705,-36.27319274,,,,,,,,,,,,,,19.840899,,,,TRUE,,3,5,TRUE,,FALSE
345,APOGEE,,,,,,50.76715971859668,47.46348609071529,,,,,,,,,,,,,,18.508158,,,,TRUE,,3,5,TRUE,,FALSE
346,APOGEE,,,,,,190.7328338623047,-0.670413971,,,,,,22.999598,22.885208,22.001408,21.61313,21.216791,,,,,,,,TRUE,,3,5,TRUE,,FALSE
347,BOSS,,,5588349731732350464,,,113.72810363769531,-34.87350464,-1.5261728,7.6164412,,0.54156244,,,,,,,,15.914534,14.893491,15.4905205,,,,TRUE,,3,5,TRUE,,FALSE
348,APOGEE,,,,,,121.5251235961914,-30.15754509,-2.1666052,2.1710746,,0.030252786,,,,,,,,,,14.360721,,,,TRUE,,3,5,TRUE,,FALSE
349,BOSS,63050395934466948,,5429960237024983552,,,141.31747436523438,-39.04939651,-4.022697,2.263812,,0.7283598,,,,,,,,15.934863,14.969467,15.539667,,,,TRUE,,3,5,TRUE,,FALSE
350,BOSS,,,,,,171.05276489257812,-11.39757442,,,,,,24.874617,21.794987,20.342665,19.78375,19.4361,,,,,,,,TRUE,,3,5,TRUE,,FALSE
351,BOSS,63050396000673146,,5719382655583805312,,,116.82365417480469,-15.74708843,-4.072693,2.9307632,,0.32057515,,,,,,,,16.029339,15.115657,15.65647,,,,TRUE,,3,5,TRUE,,FALSE
352,BOSS,,,,,,335.0503845214844,13.342512130737305,,,,,,23.537666,24.995821,24.00141,21.61261,22.503119,,,,,,,,TRUE,,3,5,TRUE,,FALSE
353,APOGEE,,,2004898640825905792,,,335.81903076171875,54.349918365478516,-2.6362,-5.107851,,0.3678613,,,,,,,,13.794047,12.36924,13.145841,,,,TRUE,,3,5,TRUE,,FALSE
354,BOSS,,,4504417118605096192,,,283.35894775390625,12.26593017578125,1.811513,-7.4086685,,1.1857543,,,,,,,,16.198013,14.841307,15.585546,,,,TRUE,,3,5,TRUE,,FALSE
355,APOGEE,,,4185047503669742080,,,287.9762268066406,-15.192276,-3.0487027,-4.5651093,,0.20880888,,,,,,,,14.209098,12.7589035,13.547967,,,,TRUE,,3,5,TRUE,,FALSE
356,BOSS,,,,952138551,,197.7841797,-62.75466537,,,,,,,,,,,,,,,12.357,,,TRUE,,3,5,TRUE,,FALSE
357,BOSS,,,,,,121.26750946044922,33.70030212402344,,,,,,23.129293,23.103611,22.281048,21.59885,20.984114,,,,,,,,TRUE,,3,5,TRUE,,FALSE
358,BOSS,,,,,,84.95551960119067,72.80202679,,,,,,11.60984,11.60984,11.60984,11.60984,11.60984,,,,,,,,TRUE,,3,5,TRUE,,FALSE
359,APOGEE,,,,,,153.48228454589844,-61.74525452,-8.206086,2.9888012,,0.8264185,,,,,,,,,,14.561772,,,,TRUE,,3,5,TRUE,,FALSE
360,BOSS,,,,,,260.8817263752377,-21.96616187,,,,,,19.147873,19.147873,19.147873,19.147873,19.147873,,,,,,,,TRUE,,3,5,TRUE,,FALSE
361,APOGEE,,,,1053774256,,283.5673828,25.661691665649414,,,,,,,,,,,,,,,13.813,,,TRUE,,3,5,TRUE,,FALSE
362,BOSS,,,,,,273.0733771786869,72.17176097035221,,,,,,,,,,,,,,11.351375,,,,TRUE,,3,5,TRUE,,FALSE
363,APOGEE,63050396248065399,105192989,5951738286052701440,,,262.5308837890625,-46.59006882,0.97500414,1.7774001,,0.3895575,,,,,,,,14.3129425,12.897282,13.668084,,,,TRUE,,3,5,TRUE,,FALSE
364,BOSS,,,5696424646636987008,,,124.72760009765625,-24.18893242,-4.326405,3.6894386,,0.80112106,,,,,,,,13.59751,12.965911,13.356296,,,,TRUE,,3,5,TRUE,,FALSE
365,APOGEE,,,,,,108.49375915527344,38.515010833740234,,,,,,22.571835,21.996529,21.036383,20.461472,20.165129,,,,,,,,TRUE,,3,5,TRUE,,FALSE
366,BOSS,,,,,,61.77870559692383,-0.922587812,,,,,,25.424257,23.467241,21.770433,20.383831,19.514921,,,,,,,,TRUE,,3,5,TRUE,,FALSE
367,BOSS,63050396131516790,,5877236688205298304,,,220.9179688,-62.85441208,-4.2525477,-2.545133,,0.24593624,,,,,,,,17.398678,14.781101,15.944885,,,,TRUE,,3,5,TRUE,,FALSE
368,APOGEE,,,,,,90.55750274658203,31.995189666748047,,,,,,23.384329,21.148413,19.771376,19.183846,18.811361,,,,,,,,TRUE,,3,5,TRUE,,FALSE
369,APOGEE,63050395063628541,,2368658181524061312,,,5.524478912353516,-15.77119064,10.1245365,-6.5783367,,1.8334643,,,,,,,,16.247599,14.850008,15.612547,,,,TRUE,,3,5,TRUE,,FALSE
370,APOGEE,,,,,,111.5455551147461,44.194374084472656,-0.3043992,-7.6063266,,0.70804614,,,,,,,,,,15.6847925,,,,TRUE,,3,5,TRUE,,FALSE
371,BOSS,,,,,,191.8635292788548,-72.68997322,,,,,,11.783735,11.783735,11.783735,11.783735,11.783735,,,,,,,,TRUE,,3,5,TRUE,,FALSE
372,BOSS,,,,590147288,,241.69764709472656,-43.74672699,,,,,,,,,,,,,,,15.449,,,TRUE,,3,5,TRUE,,FALSE
373,APOGEE,,,,,,23.82105433,58.76926130218331,,,,,,,,,,,,,,19.468203,,,,TRUE,,3,5,TRUE,,FALSE
374,BOSS,,,,,,248.08383178710938,-8.898121834,-1.4435717,0.10919098,,3.3272586,,,,,,,,,,10.979209,,,,TRUE,,3,5,TRUE,,FALSE
375,APOGEE,,,,,,270.3764953613281,-1.618571401,-3.6191587,1.370966,,0.30749905,,,,,,,,,,14.463103,,,,TRUE,,3,5,TRUE,,FALSE
376,APOGEE,,,1963349608231960192,,,333.2350158691406,46.60401153564453,-4.33009,-3.0242238,,0.17279005,,,,,,,,16.562141,15.204494,15.955939,,,,TRUE,,3,5,TRUE,,FALSE
377,BOSS,,,,,,187.30799748986072,-59.38070185,,,,,,,,,,,,,,18.820301,,,,TRUE,,3,5,TRUE,,FALSE
378,APOGEE,,,,,,209.2765350341797,-9.837945938,,,,,,22.015062,22.985518,22.039286,21.592236,20.787157,,,,,,,,TRUE,,3,5,TRUE,,FALSE
379,APOGEE,,,,979186291,,63.508148193359375,64.17413330078125,,,,,,,,,,,,,,,16.351,,,TRUE,,3,5,TRUE,,FALSE
380,APOGEE,,,3317257028026509696,,,91.8503418,3.4736931324005127,0.33583894,0.6456253,,0.41969883,,,,,,,,15.492894,14.216338,14.935561,,,,TRUE,,3,5,TRUE,,FALSE
381,APOGEE,,,,,,245.28451538085938,-50.05701065,2.355074,-4.9659495,,0.52695024,,,,,,,,,,15.894541,,,,TRUE,,3,5,TRUE,,FALSE
382,BOSS,,,,,,289.5540809755508,-80.01018891,,,,,,,,,,,,,,12.655298,,,,TRUE,,3,5,TRUE,,FALSE
383,BOSS,,,,,,133.83770751953125,-49.40533066,-3.7913196,4.2820964,,1.4607426,,,,,,,,,,14.951678,,,,TRUE,,3,5,TRUE,,FALSE
384,BOSS,,,,,,46.480029730051164,58.49371794832203,,,,,,,,,,,,,,16.219131,,,,TRUE,,3,5,TRUE,,FALSE
385,BOSS,,,,,,283.50431268495385,9.737931008,,,,,,,,,,,,,,14.38017,,,,TRUE,,3,5,TRUE,,FALSE
386,BOSS,,,,,,79.75766754,-65.45455933,1.4873829,0.2675279,,-0.057196513,,,,,,,,,,15.990143,,,,TRUE,,3,5,TRUE,,FALSE
387,APOGEE,,,,,,165.5263193829449,-70.38366479,,,,,,10.521661,10.521661,10.521661,10.521661,10.521661,,,,,,,,TRUE,,3,5,TRUE,,FALSE
388,APOGEE,,,4044208864624592384,,,270.317627,-30.36800575,1.7311352,1.8624274,,0.80753875,,,,,,,,14.683975,13.698873,14.290009,,,,TRUE,,3,5,TRUE,,FALSE
389,BOSS,,,,,,263.37799072265625,-32.92294312,-0.17990057,-2.0229042,,0.29229972,,,,,,,,,,15.897639,,,,TRUE,,3,5,TRUE,,FALSE
390,APOGEE,,,,,,280.35158560734106,-33.54919031,,,,,,,,,,,,,,14.901437,,,,TRUE,,3,5,TRUE,,FALSE
391,APOGEE,,,,,,102.32522205599136,46.655322901522396,,,,,,10.366301,10.366301,10.366301,10.366301,10.366301,,,,,,,,TRUE,,3,5,TRUE,,FALSE
392,APOGEE,,,4050114238496889856,,,271.9659118652344,-29.80384064,-1.525468,-6.0036526,,0.04538482,,,,,,,,16.197578,12.906226,14.241316,,,,TRUE,,3,5,TRUE,,FALSE
393,BOSS,,,1809053350497275136,,,304.5271301269531,16.62353516,-5.4788117,-3.6995006,,0.33318242,,,,,,,,12.273199,10.755296,11.567069,,,,TRUE,,3,5,TRUE,,FALSE
394,APOGEE,,,,,,41.114920133861105,-67.37261514,,,,,,11.319076,11.319076,11.319076,11.319076,11.319076,,,,,,,,TRUE,,3,5,TRUE,,FALSE
395,BOSS,,,,,,49.662322717165715,28.042686756034655,,,,,,,,,,,,,,17.074808,,,,TRUE,,3,5,TRUE,,FALSE
396,APOGEE,,,,,,93.63078165858886,-78.66112355,,,,,,,,,,,,,,15.051751,,,,TRUE,,3,5,TRUE,,FALSE
397,BOSS,,,3032874633341177856,,,110.53865051269531,-12.84098911,-0.74049854,-0.52692276,,0.24223706,,,,,,,,15.308669,14.699602,15.081545,,,,TRUE,,3,5,TRUE,,FALSE
398,BOSS,63050395593594802,,4237037468610852608,,,300.2938232421875,0.44119417667388916,-6.2919707,-0.69298756,,0.87065995,,,,,,,,14.954726,13.905159,14.51665,,,,TRUE,,3,5,TRUE,,FALSE
399,BOSS,,,,,,247.80653381347656,14.629353523254395,,,,,,24.920174,23.141794,23.939354,23.853264,23.270372,,,,,,,,TRUE,,3,5,TRUE,,FALSE
400,BOSS,,,6031635780265645312,,,250.08680725097656,-30.00025177,-3.3214576,-1.9272777,,0.12450659,,,,,,,,16.053246,14.49891,15.333137,,,,TRUE,,3,5,TRUE,,FALSE
401,APOGEE,,,5341773906948329472,,,176.66346740722656,-58.17378616,-7.359181,1.3160751,,0.45009926,,,,,,,,13.352261,12.9249525,13.207072,,,,TRUE,,3,5,TRUE,,FALSE
402,BOSS,,,5919154606862669568,,,263.34576416015625,-57.64451599,1.8092415,3.6454601,,0.87961286,,,,,,,,13.992725,13.151111,13.656467,,,,TRUE,,3,5,TRUE,,FALSE
403,APOGEE,,,1135773422478118272,,,119.33052825927734,75.04370880126953,-11.077475,-8.933944,,1.3462143,,,,,,,,12.1649685,11.068497,11.69883,,,,TRUE,,3,5,TRUE,,FALSE
404,BOSS,,,,,,280.6139325018585,31.106128434122198,,,,,,17.224066,17.224066,17.224066,17.224066,17.224066,,,,,,,,TRUE,,3,5,TRUE,,FALSE
405,BOSS,,,,,,318.01631950431766,-44.41174609,,,,,,14.057388,14.057388,14.057388,14.057388,14.057388,,,,,,,,TRUE,,3,5,TRUE,,FALSE
406,APOGEE,,,,,,334.1224771849238,-86.78006322,,,,,,,,,,,,,,19.66509,,,,TRUE,,3,5,TRUE,,FALSE
407,APOGEE,63050394857474244,,1748239980839482368,,,311.4403991699219,7.676003456115723,-0.4342905,-3.5963159,,0.30318138,,,,,,,,14.757024,13.442669,14.169228,,,,TRUE,,3,5,TRUE,,FALSE
408,BOSS,,,,,,328.01648077080637,-38.17142952,,,,,,10.654339,10.654339,10.654339,10.654339,10.654339,,,,,,,,TRUE,,3,5,TRUE,,FALSE
409,BOSS,,,5952530041868174208,,,262.58013916015625,-44.4292717,-0.4406635,0.26955724,,0.44494462,,,,,,,,15.605582,14.650015,15.21535,,,,TRUE,,3,5,TRUE,,FALSE
410,APOGEE,63050395814002142,,5196699532383501568,,,135.7180176,-80.30479431,-6.703588,5.624849,,0.5352583,,,,,,,,16.41963,15.329366,15.956409,,,,TRUE,,3,5,TRUE,,FALSE
411,BOSS,,,,,,5.161852605344204,89.7474087,,,,,,,,,,,,,,16.24896,,,,TRUE,,3,5,TRUE,,FALSE
412,APOGEE,,,,,,22.670887726346265,-71.37607109,,,,,,17.439081,17.439081,17.439081,17.439081,17.439081,,,,,,,,TRUE,,3,5,TRUE,,FALSE
413,BOSS,,,,,,112.32024383544922,23.338708877563477,,,,,,22.908152,21.232225,20.762075,20.587696,20.449867,,,,,,,,TRUE,,3,5,TRUE,,FALSE
414,BOSS,,,,,,126.7456419362615,-74.30921787,,,,,,,,,,,,,,15.827661,,,,TRUE,,3,5,TRUE,,FALSE
415,BOSS,,,,,,243.72622377971794,85.18336367416228,,,,,,,,,,,,,,19.322287,,,,TRUE,,3,5,TRUE,,FALSE
416,APOGEE,,,,,,130.1280975341797,-47.62461853,-3.6169267,3.7727883,,0.10810649,,,,,,,,,,15.474914,,,,TRUE,,3,5,TRUE,,FALSE
417,APOGEE,,,,,,82.90458679199219,-8.463197708,0.25507995,-3.3431995,,0.6063415,,,,,,,,,,15.670346,,,,TRUE,,3,5,TRUE,,FALSE
418,APOGEE,,,,,,349.64537819276956,-53.29420002,,,,,,10.789656,10.789656,10.789656,10.789656,10.789656,,,,,,,,TRUE,,3,5,TRUE,,FALSE
419,APOGEE,,,5337425269747357184,,,169.02552795410156,-61.17183304,-5.1563363,1.9308856,,0.08651072,,,,,,,,18.50918,12.54399,14.148178,,,,TRUE,,3,5,TRUE,,FALSE
420,BOSS,,,,,,101.31139609582473,41.37964235414148,,,,,,,,,,,,,,12.144341,,,,TRUE,,3,5,TRUE,,FALSE
421,APOGEE,63050394807636064,,518059303144735616,,,30.631330490112305,64.33978271484375,-0.67285967,-0.108683795,,0.20724578,,,,,,,,16.389925,14.292176,15.315882,,,,TRUE,,3,5,TRUE,,FALSE
422,BOSS,,,,,,146.8807729847386,33.72318948801188,,,,,,,,,,,,,,14.013764,,,,TRUE,,3,5,TRUE,,FALSE
423,BOSS,,,,,,47.25010169901816,54.94170596770289,,,,,,15.370076,15.370076,15.370076,15.370076,15.370076,,,,,,,,TRUE,,3,5,TRUE,,FALSE
424,BOSS,,,5256590171300645760,,,150.5889129638672,-60.50811768,-3.420351,0.17310613,,0.21370761,,,,,,,,15.034916,13.5649395,14.361195,,,,TRUE,,3,5,TRUE,,FALSE
425,APOGEE,,,,,,242.9103822496102,-33.30078308,,,,,,,,,,,,,,17.498768,,,,TRUE,,3,5,TRUE,,FALSE
426,APOGEE,,,,,,342.2573547363281,64.55258178710938,,,,,,23.562025,24.600319,23.126251,20.955397,19.71036,,,,,,,,TRUE,,3,5,TRUE,,FALSE
427,BOSS,,,,,,203.51564025878906,-55.33155441,-22.983206,3.4202046,,1.0892464,,,,,,,,,,15.545646,,,,TRUE,,3,5,TRUE,,FALSE
428,BOSS,,,,,,115.77200317382812,20.621469497680664,,,,,,23.542658,25.793892,24.333727,22.292213,20.41367,,,,,,,,TRUE,,3,5,TRUE,,FALSE
429,APOGEE,,,,,,276.9360537933442,-84.6283365,,,,,,,,,,,,,,15.108389,,,,TRUE,,3,5,TRUE,,FALSE
430,APOGEE,,,5608731275693338496,,,104.19329071044922,-29.22268105,-0.1214479,4.6623945,,0.673103,,,,,,,,15.600853,14.822427,15.292921,,,,TRUE,,3,5,TRUE,,FALSE
431,BOSS,,,,,,108.37801361083984,-14.83190727,,,,,,20.998796,19.219343,18.472977,18.11028,17.932262,,,,,,,,TRUE,,3,5,TRUE,,FALSE
432,BOSS,63050395852165967,,5270598258642595840,,,120.9011001586914,-69.05821228,-4.111269,7.313748,,0.6337655,,,,,,,,14.498236,13.797024,14.226707,,,,TRUE,,3,5,TRUE,,FALSE
433,BOSS,,,,,,152.30859465159332,47.63121814216865,,,,,,19.303774,19.303774,19.303774,19.303774,19.303774,,,,,,,,TRUE,,3,5,TRUE,,FALSE
434,BOSS,,,,,,230.21185302734375,52.97753906,,,,,,23.046698,23.68321,22.461466,22.431992,21.790535,,,,,,,,TRUE,,3,5,TRUE,,FALSE
435,APOGEE,,,,,,4.450130957976879,79.64879404627422,,,,,,11.893364,11.893364,11.893364,11.893364,11.893364,,,,,,,,TRUE,,3,5,TRUE,,FALSE
436,APOGEE,,,,,,356.83651722032585,9.778099434474157,,,,,,16.719353,16.719353,16.719353,16.719353,16.719353,,,,,,,,TRUE,,3,5,TRUE,,FALSE
437,APOGEE,,,,,,301.5992126464844,8.575030326843262,-3.6165621,-9.068182,,0.4690419,,,,,,,,,,15.44834,,,,TRUE,,3,5,TRUE,,FALSE
438,APOGEE,,,,633896357,,270.25018310546875,-27.82985687,,,,,,,,,,,,,,,13.059,,,TRUE,,3,5,TRUE,,FALSE
439,APOGEE,,,5528162155991606784,,,126.66361999511719,-38.92765045,-7.7388654,-5.475267,,2.1901166,,,,,,,,15.073684,13.92172,14.576618,,,,TRUE,,3,5,TRUE,,FALSE
440,BOSS,63050395385605993,,4090856671839859584,,,274.4754333496094,-21.55037689,-1.5635316,-4.0271473,,0.2499878,,,,,,,,16.321796,14.212082,15.239828,,,,TRUE,,3,5,TRUE,,FALSE
441,BOSS,,,,,,285.6783142089844,16.013452529907227,-2.26164,-4.3229446,,0.18660606,,,,,,,,,,14.890517,,,,TRUE,,3,5,TRUE,,FALSE
442,APOGEE,,,3808919247410481792,,,164.5400848388672,3.554823398590088,-11.891517,-3.0602934,,0.5013773,,,,,,,,16.306662,15.515771,15.996194,,,,TRUE,,3,5,TRUE,,FALSE
443,APOGEE,63050396156212746,,5891440179379865856,,,219.89207458496094,-57.649086,-0.92216265,-2.228004,,0.4685509,,,,,,,,14.5904045,13.582278,14.17604,,,,TRUE,,3,5,TRUE,,FALSE
444,APOGEE,,,2154545574964355968,,,280.9845275878906,58.782596588134766,-9.221912,2.1159868,,1.9292787,,,,,,,,15.629158,14.380419,15.075761,,,,TRUE,,3,5,TRUE,,FALSE
445,BOSS,,,,,,280.8703918457031,-8.460271835,-0.32922095,-0.43821537,,0.32482007,,,,,,,,,,14.100223,,,,TRUE,,3,5,TRUE,,FALSE
446,APOGEE,,,,,,28.411960312803792,65.91616177407172,,,,,,14.718841,14.718841,14.718841,14.718841,14.718841,,,,,,,,TRUE,,3,5,TRUE,,FALSE
447,APOGEE,63050395077830753,72208102,2887744458586423040,,,87.26921844482422,-35.72962189,1.2497166,1.5040443,,0.11513953,,,,,,,,16.17308,15.030487,15.682566,,,,TRUE,,3,5,TRUE,,FALSE
448,APOGEE,,,1812734760241161600,,,312.6208801269531,17.348440170288086,-4.09583,-5.1857867,,0.67810434,,,,,,,,15.949253,15.083168,15.600728,,,,TRUE,,3,5,TRUE,,FALSE
449,APOGEE,,,4345180175273199232,,,243.08352661132812,-9.550031662,-3.9855082,-0.1442319,,0.24726771,,,,,,,,15.65536,14.219376,15.001842,,,,TRUE,,3,5,TRUE,,FALSE
450,APOGEE,,,4049109280488528000,,,271.6079102,-31.36966705,4.976375,-4.646424,,2.8843672,,,,,,,,12.049998,11.244013,11.729532,,,,TRUE,,3,5,TRUE,,FALSE
451,APOGEE,,,,,,275.7818711576812,40.416418995123564,,,,,,,,,,,,,,14.990516,,,,TRUE,,3,5,TRUE,,FALSE
452,BOSS,,,,,,8.067514419555664,59.453521728515625,-1.2530131,0.09434621,,0.24649014,,,,,,,,,,14.8595,,,,TRUE,,3,5,TRUE,,FALSE
453,BOSS,63050395977971177,,,255312470,,114.31839752197266,-24.27757263,,,,,,,,,,,,,,,14.423,,,TRUE,,3,5,TRUE,,FALSE
454,APOGEE,,,6120877744594519296,,,211.2926025390625,-36.27659225,6.4086876,-8.878188,,1.8799226,,,,,,,,15.432252,14.182332,14.881709,,,,TRUE,,3,5,TRUE,,FALSE
455,BOSS,,,,,,150.4075469970703,-1.654230118,,,,,,24.207088,23.079874,22.287527,22.453857,21.653755,,,,,,,,TRUE,,3,5,TRUE,,FALSE
456,APOGEE,,,,,,82.04621887207031,-6.841846466,-5.8667264,-3.8152413,,2.891221,,,,,,,,,,15.413581,,,,TRUE,,3,5,TRUE,,FALSE
457,BOSS,,,,,,222.02175903320312,-62.10781097,-5.4309077,-2.314992,,0.25169802,,,,,,,,,,14.918212,,,,TRUE,,3,5,TRUE,,FALSE
458,BOSS,,,,,,125.97203063964844,7.541876792907715,3.9331033,-5.804282,,0.70235205,,,,,,,,,,14.818821,,,,TRUE,,3,5,TRUE,,FALSE
459,BOSS,,,,,,32.61758804321289,28.15776824951172,,,,,,23.969034,25.232449,23.13529,21.867043,21.238775,,,,,,,,TRUE,,3,5,TRUE,,FALSE
460,APOGEE,,,,,,105.30199432373047,-17.73529434,,,,,,24.59284,22.841167,21.417097,21.036207,20.517189,,,,,,,,TRUE,,3,5,TRUE,,FALSE
461,APOGEE,,,,,,273.4855957,2.6372904777526855,,,,,,19.726717,17.726105,16.885101,16.487762,16.268087,,,,,,,,TRUE,,3,5,TRUE,,FALSE
462,APOGEE,,,4369167735121779584,,,265.8389587402344,-2.744055271,-4.6846805,-1.6842042,,1.2452623,,,,,,,,15.99917,14.560691,15.363743,,,,TRUE,,3,5,TRUE,,FALSE
463,BOSS,,,5646449644132831744,,,128.32675170898438,-27.93286133,2.7899938,0.7734809,,0.96464086,,,,,,,,16.307806,15.219769,15.844103,,,,TRUE,,3,5,TRUE,,FALSE
464,APOGEE,,,,135745522,,81.26732635498047,27.89073944091797,,,,,,,,,,,,,,,16.907,,,TRUE,,3,5,TRUE,,FALSE
465,BOSS,,,3253310428186591360,,,61.66284942626953,-2.099471092,1.338665,-6.0964465,,1.7611884,,,,,,,,14.496506,13.482664,14.071737,,,,TRUE,,3,5,TRUE,,FALSE
466,APOGEE,,,,,,171.03175354003906,-53.15166855,-9.558513,4.463718,,0.8028863,,,,,,,,,,14.16969,,,,TRUE,,3,5,TRUE,,FALSE
467,BOSS,,,,,,56.09106633373874,9.182482839739095,,,,,,,,,,,,,,11.425054,,,,TRUE,,3,5,TRUE,,FALSE
468,APOGEE,,,,,,130.0986496808401,59.87444782978534,,,,,,12.985482,12.985482,12.985482,12.985482,12.985482,,,,,,,,TRUE,,3,5,TRUE,,FALSE
469,APOGEE,,,,,,331.3029479980469,48.691036224365234,-7.166265,-3.7276094,,1.1966796,,,,,,,,,,14.348793,,,,TRUE,,3,5,TRUE,,FALSE
